task,mean disprod_1,mean disprod_3,mean disprod_5,mean gurobiplan_1,mean gurobiplan_3,mean gurobiplan_5,mean jaxplan_1,mean jaxplan_3,mean jaxplan_5,mean noop,mean prost_1,mean prost_10,mean prost_2,mean prost_3,mean prost_4,mean prost_5,mean prost_6,mean prost_7,mean prost_8,mean prost_9,mean random,std disprod_1,std disprod_3,std disprod_5,std gurobiplan_1,std gurobiplan_3,std gurobiplan_5,std jaxplan_1,std jaxplan_3,std jaxplan_5,std noop,std prost_1,std prost_10,std prost_2,std prost_3,std prost_4,std prost_5,std prost_6,std prost_7,std prost_8,std prost_9,std random
CooperativeRecon_02,,,,0.8922651933701656,0.925414364640884,0.7375690607734807,0.34530386740331487,0.43370165745856354,0.08563535911602208,0.0,0.8895027624309393,1.0,0.9779005524861879,0.8784530386740331,0.8977900552486189,0.9419889502762432,0.9751381215469613,0.988950276243094,0.9226519337016577,0.9392265193370165,0.0,,,,0.24226062602396325,0.20736640072747306,0.3208584643525845,0.43004404827760473,0.371965198273763,0.25823927819142894,0.0,0.11443268053706064,0.18315562932873808,0.2133340837161087,0.2202334964419309,0.12088594744221581,0.0750954542489955,0.26338877252669096,0.17722668433530891,0.09261356140464204,0.10036410013582846,0.025142125877511298
CooperativeRecon_03,,,,1.0,1.0,0.7594594594594595,0.5339510708091366,0.818918918918919,0.48918918918918924,0.0,0.927027027027027,0.9135135135135135,0.9243243243243243,0.9324324324324325,0.9162162162162163,0.9405405405405406,0.9405405405405406,0.9297297297297296,0.9324324324324326,0.9054054054054056,0.0,,,,0.03626056179729388,0.03626056179729388,0.4392952054995276,0.295607557307412,0.1282289315056914,0.41147705576553784,0.0,0.05739665022052782,0.08529585858410538,0.04151970674523571,0.033648377291861424,0.0943626500005194,0.03972145528837585,0.04324324324324323,0.04045035012728584,0.0563693340935519,0.1289107028941818,0.011295253775693452
CooperativeRecon_04,,,,0.8713450292397661,0.9473684210526315,0.8099415204678362,0.0,0.09649122807017542,0.011695906432748534,0.0,0.8654970760233918,0.982456140350877,0.8859649122807016,1.0,0.9269005847953216,0.9853801169590642,0.9298245614035086,0.9678362573099414,0.915204678362573,0.9064327485380117,0.0,,,,0.29350666880303167,0.1909336575124504,0.46903173281736305,0.0,0.289621322147503,0.05098127419345815,0.0,0.2619204172696923,0.07304091226196958,0.12443229725703635,0.068946351593869,0.114409342377274,0.08326918635028155,0.10924878182613687,0.08959972775464657,0.2228944894374143,0.13141640382598968,0.15010806748863245
CooperativeRecon_05,,,,1.0,0.6208791208791209,1.0,0.510989010989011,0.5164835164835164,0.6428571428571427,0.0,0.8571428571428568,0.8956043956043953,0.8708791208791206,0.9230769230769227,0.8681318681318677,0.9230769230769227,0.9258241758241754,0.9395604395604392,0.8956043956043953,0.8928571428571426,0.0,,,,0.056569396379049404,0.5071937516876525,0.056569396379049404,0.33651323072049577,0.3940751885063979,0.34667673745818356,0.0,0.18584103873942587,0.07184998258583522,0.20724922211584934,0.06862635163075158,0.20307383090743214,0.0565693963790494,0.06330614627364231,0.05993797865184454,0.1192446945835752,0.101127265490692,0.011682555883452772
CooperativeRecon_06,,,,1.0,1.0,1.0,0.13978494623655915,0.010752688172043013,0.3736559139784946,0.0,0.900537634408602,0.8978494623655914,0.924731182795699,0.8924731182795697,0.900537634408602,0.8924731182795697,0.8924731182795697,0.8951612903225805,0.8978494623655914,0.9032258064516129,0.0,,,,0.04301075268817199,0.04301075268817199,0.04301075268817199,0.33289947484758536,0.04686988111334059,0.4579291409832281,0.0,0.03753827968755088,0.03839477649754216,0.0579049979261774,0.03950789907714799,0.028827433588074186,0.03950789907714799,0.03950789907714799,0.0544976745503045,0.03839477649754216,0.04023287512660148,0.05443311357637587
CooperativeRecon_07,,,,0.9784946236559138,1.0,0.9086021505376344,0.07258064516129031,0.08064516129032256,0.0672043010752688,0.0,0.9247311827956987,0.9247311827956987,0.9193548387096773,0.922043010752688,0.9247311827956987,0.9247311827956987,0.9247311827956987,0.9247311827956987,0.922043010752688,0.9247311827956987,0.0,,,,0.06034931268990228,0.03566263215435914,0.30360877211818277,0.2192302777269062,0.24253211975569802,0.203219405941196,0.0,0.06034931268990228,0.06034931268990228,0.058648989863632886,0.06423550078144367,0.06034931268990228,0.06034931268990228,0.06034931268990228,0.06034931268990228,0.05956591345742027,0.06034931268990228,0.14214519328230193
CooperativeRecon_08,,,,0.6846590909090906,1.0,1.0,0.08245765914945187,0.04261363636363635,0.3437499999999999,0.0,0.940340909090909,0.9119318181818179,0.9261363636363634,0.9232954545454546,0.9261363636363634,0.917613636363636,0.9204545454545455,0.9147727272727271,0.9119318181818181,0.9062499999999999,0.0,,,,0.34302139161181444,0.05508727110700378,0.05508727110700378,0.14531888861076492,0.18574853452588092,0.43586434207225827,0.0,0.05530659753957898,0.06595560662638586,0.06250000000000006,0.11202695541551339,0.07429941381035245,0.07467863311417572,0.07537783614444095,0.05931992334608273,0.05815195877971233,0.09244965963223287,0.006036232849189533
CooperativeRecon_09,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9190751445086706,0.916184971098266,0.9132947976878611,0.916184971098266,0.9132947976878611,0.9075144508670518,0.9132947976878611,0.9017341040462428,0.9132947976878611,0.9132947976878611,0.0,,,,0.04514595188385351,0.04514595188385351,0.04514595188385351,0.0,0.0,0.0,0.0,0.03609825432600231,0.037793921475786196,0.039204219555637396,0.04198219377553164,0.04695975956436971,0.04127993311296446,0.0346820809248555,0.05894820246928076,0.039204219555637396,0.08092485549132948,0.0
CooperativeRecon_10,,,,0.9373297002724796,1.0,0.9073569482288829,0.035422343324250684,0.0,0.16076294277929154,0.0,0.8719346049046321,0.9209809264305178,0.8801089918256131,0.891008174386921,0.891008174386921,0.888283378746594,0.8882833787465939,0.9073569482288829,0.8882833787465939,0.8855585831062671,0.0,,,,0.23666540327638655,0.049573311712970705,0.30550537036245506,0.1544024148938113,0.0,0.2896369330216293,0.0,0.06448043360326555,0.06871673140555036,0.06735262721693881,0.08663821850454848,0.06735262721693881,0.06471031110102407,0.07531484992417031,0.11595598272999025,0.08101399862298914,0.07285962919411955,0.05027239174672324
CrossingTraffic_01,,,,0.6442622950819672,0.6442622950819672,0.6442622950819672,0.6950819672131148,0.6442622950819672,0.6442622950819672,0.0,1.0,,,1.0,,1.0,,,,,0.0,,,,0.5942572074400645,0.5942572074400645,0.5942572074400645,0.5637890586563161,0.5942572074400645,0.5942572074400645,0.0,0.021932931410261723,,,0.021932931410261723,,0.021932931410261723,,,,,0.3948710408996142
CrossingTraffic_02,,,,1.0,0.9902597402597403,0.9902597402597403,0.3879870129870129,0.3246753246753246,0.3279220779220779,0.0,1.0,,,1.0,,1.0,,,,,0.0,,,,0.07038793308012598,0.07758313730745793,0.07758313730745793,0.602469600615706,0.5841990941009083,0.5884689878870769,0.0,0.07038793308012598,,,0.07038793308012598,,0.07038793308012598,,,,,0.3158875675053322
CrossingTraffic_03,,,,0.5233644859813085,0.5233644859813085,0.5233644859813085,0.5233644859813085,0.5233644859813085,0.5233644859813085,0.0,1.0,,,1.0,,1.0,,,,,0.0,,,,0.5763239875389409,0.5763239875389409,0.5763239875389409,0.5763239875389409,0.5763239875389409,0.5763239875389409,0.0,0.04886101913195677,,,0.04886101913195677,,0.04886101913195677,,,,,0.23084511539000455
CrossingTraffic_04,,,,0.9319727891156463,0.9319727891156463,0.9319727891156463,0.12585034013605453,0.12585034013605453,0.12585034013605453,0.0,1.0,,,1.0,,1.0,,,,,0.0,,,,0.1882769048040551,0.1882769048040551,0.1882769048040551,0.3775510204081633,0.3775510204081633,0.3775510204081633,0.0,0.1882769048040551,,,0.1882769048040551,,0.1882769048040551,,,,,0.0
CrossingTraffic_05,,,,0.7005988023952096,0.7005988023952096,0.7005988023952096,0.6452095808383234,0.7005988023952096,0.7005988023952096,0.0,1.0,,,1.0,,1.0,,,,,0.0,,,,0.5140989708235036,0.5140989708235036,0.5140989708235036,0.5268504097914258,0.5140989708235036,0.5140989708235036,0.0,0.03196730015578237,,,0.03196730015578237,,0.03196730015578237,,,,,0.0
CrossingTraffic_06,,,,0.32028469750889677,0.32028469750889677,0.32028469750889677,0.30960854092526685,0.400355871886121,0.32028469750889677,0.0,0.9608540925266903,,,0.9804270462633452,,1.0,,,,,0.0,,,,0.5547493689722383,0.5547493689722383,0.5547493689722383,0.5379554172531297,0.5491133185490457,0.5547493689722383,0.0,0.31770411559666395,,,0.28279502233551146,,0.3381532039124348,,,,,0.0
CrossingTraffic_07,,,,0.589622641509434,0.589622641509434,0.550314465408805,0.550314465408805,0.550314465408805,0.550314465408805,0.0,0.9748427672955975,,,0.9779874213836478,,1.0,,,,,0.0,,,,0.39425924270817087,0.39425924270817087,0.550314465408805,0.550314465408805,0.550314465408805,0.550314465408805,0.0,0.13003819577443607,,,0.12296361506929027,,0.07003477185949714,,,,,0.0
CrossingTraffic_08,,,,0.7258485639686684,0.7258485639686684,0.18276762402088775,0.27154046997389053,0.18276762402088775,0.18276762402088775,0.0,0.9399477806788512,,,0.9817232375979114,,1.0,,,,,0.0,,,,0.7822273037322145,0.7822273037322145,0.5483028720626633,0.6464659160703488,0.5483028720626633,0.5483028720626633,0.0,0.5979055263276175,,,0.5728914110455343,,0.5442533538862179,,,,,0.0
CrossingTraffic_09,,,,0.7974683544303797,0.8069620253164557,0.85126582278481,0.8069620253164557,0.8069620253164557,0.8069620253164557,0.0,0.9841772151898734,,,0.990506329113924,,1.0,,,,,0.0,,,,0.3385632290821385,0.4658997425422613,0.3588529456877084,0.4658997425422613,0.4658997425422613,0.4658997425422613,0.0,0.07745087500329377,,,0.05209518238339978,,0.025316455696202528,,,,,0.0
CrossingTraffic_10,,,,0.5333333333333333,0.41228070175438597,0.41228070175438597,0.287719298245614,0.29473684210526313,0.2964912280701754,0.0,0.7982456140350878,,,0.8701754385964913,,1.0,,,,,0.0,,,,0.46038510784159226,0.5086963041192274,0.5086963041192274,0.499134369181285,0.5106920813659018,0.5135858164800742,0.0,0.2542044119226408,,,0.26434818528894544,,0.13702192413871322,,,,,0.0
Elevators_01,,,,0.8482724086129193,0.869303955933901,0.869303955933901,0.11817726589884839,0.09564346519779682,0.1392088132198298,0.0,1.0,,,0.984476715072609,,0.9809714571857786,,,,,0.0,,,,0.4104094648099346,0.46257696754534355,0.46257696754534355,0.32261122085874866,0.3265338929496789,0.38031907967025325,0.3125906570942907,0.4473955609946529,,,0.4163299194287875,,0.4522475797973744,,,,,0.9659358139483242
Elevators_02,,,,0.725476603119584,0.8447140381282495,0.8648180242634315,0.6093587521663778,0.47001733102253024,0.5043327556325823,0.0,0.9604852686308492,,,1.0,,0.9927209705372616,,,,,0.0,,,,0.43611120610424675,0.2837149263175465,0.2916927968363495,0.45447268300082405,0.3965943888452491,0.39719421800724986,0.41687705981965917,0.2820841012125822,,,0.24236156990202842,,0.24864068516004043,,,,,1.0
Elevators_03,,,,0.804026845637584,0.7476510067114093,0.7671140939597316,0.26308724832214797,0.3395973154362418,0.3516778523489931,0.0,0.9409395973154362,,,1.0,,0.934228187919463,,,,,0.0,,,,0.36592632657823526,0.4956474668783337,0.5583356162924785,0.3133991052064168,0.35627660747667467,0.41944107324784075,0.23272241519677675,0.43740474778205146,,,0.3810402315155474,,0.43238147603994953,,,,,1.0
Elevators_04,,,,0.8766792047286405,0.7966147232670606,0.9008597528210639,0.4583557227297152,0.36861902203116614,0.22084900591080073,0.0,0.9884470714669532,,,1.0,,0.9400859752821064,,,,,0.0,,,,0.41830639841123574,0.5327164256840352,0.41145818232910986,0.46033452712298706,0.5395189788913108,0.5054422255361896,0.49734397072387726,0.41684394190582424,,,0.37643766675065127,,0.4549805556211096,,,,,0.7063677584230285
Elevators_05,,,,0.9088241458813666,0.8771745965206457,0.8983441626493398,0.31817229092433463,0.4749528400754559,0.5575351079438272,0.0,1.0,,,0.9872144204569273,,0.9842800251519598,,,,,0.0,,,,0.25248052309663466,0.2967838735891795,0.2650457169193978,0.36171607091343616,0.2975137113652182,0.2833099052062015,0.2898435228241063,0.2511541920572068,,,0.2550265537120705,,0.2914011303671324,,,,,0.5425243887453602
Elevators_06,,,,0.9158878504672896,0.8224299065420559,0.9247989567485329,0.3207998261247555,0.5214083894805477,0.3434036079113236,0.0,1.0,,,0.9913062377743969,,0.9800043468811128,,,,,0.0,,,,0.27041968015653495,0.3423880172975459,0.26334163138076455,0.3431751831217123,0.3683972767227687,0.32765969804115413,0.2607824368251207,0.26860726957565306,,,0.3022375997195912,,0.31635702143818123,,,,,0.574673465822519
